"No"|"Time"|"Interval"|"InTemp"|"InHumi"|"OutTemp"|"OutHumi"|"RelPressure"|"AbsPressure"|"Wind"|"Gust"|"WindDirection"|"DewPoint"|"WindChill"|"RainHour"|"Rain24H"|"RainWeek"|"RainMonth"|"RainTotal"|"day"
"50312"|9873|2017-08-04 17:45:09|"15"|"28.7"|"55"|" 39.4"|" 27"|"1011.1"|"976.9"|" 2.5"|" 3.6"|" SE"|" 17.0"|" 39.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"50412"|9874|2017-08-04 18:00:09|"15"|"28.7"|"55"|" 39.2"|" 27"|"1011"|"976.8"|" 5.0"|" 7.2"|" ENE"|" 16.8"|" 39.2"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"50512"|9875|2017-08-04 18:15:09|"15"|"28.8"|"55"|" 40.0"|" 26"|"1011"|"976.8"|" 2.5"|" 6.1"|" SE"|" 16.9"|" 40.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"50612"|9876|2017-08-04 18:30:09|"15"|"28.8"|"55"|" 39.1"|" 28"|"1011"|"976.8"|" 3.6"|" 6.1"|" W"|" 17.3"|" 39.1"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"50712"|9877|2017-08-04 18:45:09|"15"|"28.8"|"55"|" 38.5"|" 29"|"1011.1"|"976.9"|" 3.6"|" 6.1"|" ESE"|" 17.3"|" 38.5"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"50812"|9878|2017-08-04 19:00:09|"15"|"28.8"|"55"|" 37.0"|" 32"|"1011.2"|"977"|" 3.6"|" 6.1"|" W"|" 17.6"|" 37.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"50912"|9879|2017-08-04 19:15:09|"15"|"28.8"|"55"|" 34.9"|" 36"|"1011.3"|"977.1"|" 5.0"|" 9.7"|" N"|" 17.7"|" 34.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"51012"|9880|2017-08-04 19:30:09|"15"|"28.8"|"55"|" 34.0"|" 39"|"1011.5"|"977.3"|" 2.5"|" 5.0"|" SE"|" 18.1"|" 34.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"51112"|9881|2017-08-04 19:45:09|"15"|"28.8"|"55"|" 33.3"|" 40"|"1011.5"|"977.3"|" 3.6"|" 6.1"|" NW"|" 17.9"|" 33.3"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"51212"|9882|2017-08-04 20:00:09|"15"|"28.8"|"55"|" 32.8"|" 41"|"1011.8"|"977.6"|" 5.0"|" 7.2"|" NE"|" 17.9"|" 32.8"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"51312"|9883|2017-08-04 20:15:09|"15"|"28.8"|"55"|" 32.1"|" 46"|"1012"|"977.8"|" 5.0"|" 7.2"|" SE"|" 19.1"|" 32.1"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"51412"|9884|2017-08-04 20:30:09|"15"|"28.8"|"55"|" 31.5"|" 48"|"1012.2"|"978"|" 3.6"|" 5.0"|" W"|" 19.2"|" 31.5"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"51512"|9885|2017-08-04 20:45:09|"15"|"28.8"|"55"|" 31.0"|" 50"|"1012.3"|"978.1"|" 3.6"|" 5.0"|" N"|" 19.4"|" 31.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"51612"|9886|2017-08-04 21:00:09|"15"|"28.8"|"55"|" 30.4"|" 50"|"1012.6"|"978.4"|" 3.6"|" 6.1"|" SE"|" 18.8"|" 30.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"51712"|9887|2017-08-04 21:15:09|"15"|"28.8"|"56"|" 29.8"|" 51"|"1012.7"|"978.5"|" 2.5"|" 3.6"|" NE"|" 18.6"|" 29.8"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"51812"|9888|2017-08-04 21:30:09|"15"|"28.8"|"56"|" 29.4"|" 52"|"1012.9"|"978.7"|" 2.5"|" 3.6"|" E"|" 18.6"|" 29.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"51912"|9889|2017-08-04 21:45:09|"15"|"28.8"|"56"|" 29.0"|" 53"|"1013.1"|"978.9"|" 1.1"|" 2.5"|" NNE"|" 18.5"|" 29.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"52012"|9890|2017-08-04 22:00:09|"15"|"28.8"|"56"|" 28.6"|" 55"|"1013.3"|"979.1"|" 1.1"|" 2.5"|" NE"|" 18.7"|" 28.6"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"52112"|9891|2017-08-04 22:15:09|"15"|"28.8"|"56"|" 28.2"|" 56"|"1013.5"|"979.3"|" 2.5"|" 3.6"|" N"|" 18.6"|" 28.2"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"52212"|9892|2017-08-04 22:30:09|"15"|"28.8"|"56"|" 28.0"|" 58"|"1013.8"|"979.6"|" 2.5"|" 5.0"|" SW"|" 19.0"|" 28.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"52312"|9893|2017-08-04 22:45:09|"15"|"28.8"|"56"|" 27.7"|" 60"|"1014"|"979.8"|" 1.1"|" 2.5"|" SE"|" 19.3"|" 27.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"52412"|9894|2017-08-04 23:00:09|"15"|"28.8"|"56"|" 27.4"|" 63"|"1014.1"|"979.9"|" 2.5"|" 3.6"|" N"|" 19.8"|" 27.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"52512"|9895|2017-08-04 23:15:09|"15"|"28.8"|"56"|" 27.2"|" 64"|"1014.3"|"980.1"|" 1.1"|" 2.5"|" E"|" 19.8"|" 27.2"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"52612"|9896|2017-08-04 23:30:09|"15"|"28.8"|"56"|" 27.1"|" 65"|"1014.4"|"980.2"|" 2.5"|" 8.6"|" E"|" 20.0"|" 27.1"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"52712"|9897|2017-08-04 23:45:09|"15"|"28.8"|"56"|" 26.9"|" 66"|"1014.4"|"980.2"|" 1.1"|" 3.6"|" SE"|" 20.0"|" 26.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-04
"52812"|9898|2017-08-05 00:00:09|"15"|"28.8"|"56"|" 26.7"|" 67"|"1014.5"|"980.3"|" 2.5"|" 5.0"|" ESE"|" 20.1"|" 26.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"52912"|9899|2017-08-05 00:15:09|"15"|"28.8"|"56"|" 26.4"|" 68"|"1014.4"|"980.2"|" 0.0"|" 1.1"|" SW"|" 20.0"|" 26.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"53012"|9900|2017-08-05 00:30:09|"15"|"28.8"|"56"|" 26.1"|" 69"|"1014.5"|"980.3"|" 0.0"|" 0.0"|" NE"|" 20.0"|" 26.1"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"53112"|9901|2017-08-05 00:45:09|"15"|"28.8"|"56"|" 25.9"|" 68"|"1014.5"|"980.3"|" 0.0"|" 2.5"|" S"|" 19.6"|" 25.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"53212"|9902|2017-08-05 01:00:09|"15"|"28.8"|"56"|" 25.6"|" 68"|"1014.4"|"980.2"|" 3.6"|" 5.0"|" SW"|" 19.3"|" 25.6"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"53312"|9903|2017-08-05 01:15:09|"15"|"28.8"|"56"|" 25.2"|" 68"|"1014.4"|"980.2"|" 1.1"|" 3.6"|" SE"|" 18.9"|" 25.2"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"53412"|9904|2017-08-05 01:30:09|"15"|"28.7"|"57"|" 24.9"|" 68"|"1014.3"|"980.1"|" 1.1"|" 2.5"|" S"|" 18.6"|" 24.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"53512"|9905|2017-08-05 01:45:09|"15"|"28.7"|"57"|" 24.5"|" 68"|"1014.3"|"980.1"|" 2.5"|" 5.0"|" NE"|" 18.2"|" 24.5"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"53612"|9906|2017-08-05 02:00:09|"15"|"28.7"|"57"|" 24.2"|" 69"|"1014.3"|"980.1"|" 1.1"|" 2.5"|" NE"|" 18.2"|" 24.2"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"53712"|9907|2017-08-05 02:15:09|"15"|"28.7"|"57"|" 24.1"|" 70"|"1014.3"|"980.1"|" 2.5"|" 3.6"|" SSW"|" 18.3"|" 24.1"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"53812"|9908|2017-08-05 02:30:09|"15"|"28.7"|"57"|" 23.9"|" 70"|"1014.2"|"980"|" 2.5"|" 5.0"|" NE"|" 18.1"|" 23.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"53912"|9909|2017-08-05 02:45:09|"15"|"28.7"|"57"|" 23.7"|" 70"|"1014.3"|"980.1"|" 0.0"|" 1.1"|" NNE"|" 17.9"|" 23.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"54012"|9910|2017-08-05 03:00:09|"15"|"28.7"|"57"|" 23.6"|" 70"|"1014.2"|"980"|" 1.1"|" 2.5"|" N"|" 17.8"|" 23.6"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"54112"|9911|2017-08-05 03:15:09|"15"|"28.7"|"57"|" 23.4"|" 71"|"1014.2"|"980"|" 1.1"|" 2.5"|" NNW"|" 17.9"|" 23.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"54212"|9912|2017-08-05 03:30:09|"15"|"28.7"|"57"|" 23.0"|" 71"|"1014.1"|"979.9"|" 1.1"|" 2.5"|" NNE"|" 17.5"|" 23.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"54312"|9913|2017-08-05 03:45:09|"15"|"28.7"|"57"|" 22.9"|" 71"|"1014.3"|"980.1"|" 1.1"|" 2.5"|" E"|" 17.4"|" 22.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"54412"|9914|2017-08-05 04:00:09|"15"|"28.7"|"57"|" 22.7"|" 72"|"1014.2"|"980"|" 2.5"|" 3.6"|" SE"|" 17.4"|" 22.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"54512"|9915|2017-08-05 04:15:09|"15"|"28.7"|"57"|" 22.6"|" 72"|"1014.3"|"980.1"|" 5.0"|" 6.1"|" N"|" 17.3"|" 22.6"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"54612"|9916|2017-08-05 04:30:09|"15"|"28.7"|"57"|" 22.4"|" 75"|"1014.2"|"980"|" 1.1"|" 2.5"|" S"|" 17.8"|" 22.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"54712"|9917|2017-08-05 04:45:09|"15"|"28.7"|"57"|" 22.3"|" 75"|"1014.1"|"979.9"|" 1.1"|" 2.5"|" SE"|" 17.7"|" 22.3"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"54812"|9918|2017-08-05 05:00:09|"15"|"28.7"|"57"|" 22.2"|" 76"|"1014.2"|"980"|" 1.1"|" 3.6"|" E"|" 17.8"|" 22.2"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"54912"|9919|2017-08-05 05:15:09|"15"|"28.6"|"57"|" 22.1"|" 76"|"1014.2"|"980"|" 0.0"|" 2.5"|" E"|" 17.7"|" 22.1"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"55012"|9920|2017-08-05 05:30:09|"15"|"28.6"|"57"|" 21.8"|" 76"|"1014"|"979.8"|" 1.1"|" 2.5"|" NE"|" 17.4"|" 21.8"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"55112"|9921|2017-08-05 05:45:09|"15"|"28.6"|"57"|" 21.6"|" 77"|"1014.1"|"979.9"|" 1.1"|" 2.5"|" E"|" 17.4"|" 21.6"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"55212"|9922|2017-08-05 06:00:09|"15"|"28.6"|"57"|" 21.6"|" 77"|"1014.1"|"979.9"|" 1.1"|" 2.5"|" SW"|" 17.4"|" 21.6"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"55312"|9923|2017-08-05 06:15:09|"15"|"28.6"|"57"|" 21.6"|" 78"|"1014.2"|"980"|" 3.6"|" 5.0"|" N"|" 17.6"|" 21.6"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"55412"|9924|2017-08-05 06:30:09|"15"|"28.6"|"57"|" 21.4"|" 78"|"1014.3"|"980.1"|" 2.5"|" 5.0"|" W"|" 17.4"|" 21.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"55512"|9925|2017-08-05 06:45:09|"15"|"28.5"|"57"|" 21.3"|" 78"|"1014.3"|"980.1"|" 5.0"|" 6.1"|" N"|" 17.3"|" 21.3"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"55612"|9926|2017-08-05 07:00:09|"15"|"28.5"|"57"|" 21.1"|" 79"|"1014.4"|"980.2"|" 2.5"|" 5.0"|" NE"|" 17.3"|" 21.1"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"55712"|9927|2017-08-05 07:15:09|"15"|"28.5"|"57"|" 21.0"|" 79"|"1014.5"|"980.3"|" 1.1"|" 2.5"|" S"|" 17.2"|" 21.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"55812"|9928|2017-08-05 07:30:09|"15"|"28.5"|"57"|" 20.9"|" 79"|"1014.5"|"980.3"|" 2.5"|" 5.0"|" NE"|" 17.1"|" 20.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"55912"|9929|2017-08-05 07:45:09|"15"|"28.5"|"57"|" 20.9"|" 79"|"1014.6"|"980.4"|" 1.1"|" 2.5"|" NW"|" 17.1"|" 20.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"56012"|9930|2017-08-05 08:00:09|"15"|"28.5"|"57"|" 21.0"|" 79"|"1014.6"|"980.4"|" 2.5"|" 5.0"|" N"|" 17.2"|" 21.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"56112"|9931|2017-08-05 08:15:09|"15"|"28.5"|"57"|" 21.3"|" 78"|"1014.5"|"980.3"|" 2.5"|" 3.6"|" N"|" 17.3"|" 21.3"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"56212"|9932|2017-08-05 08:30:09|"15"|"28.4"|"57"|" 21.9"|" 77"|"1014.6"|"980.4"|" 1.1"|" 2.5"|" S"|" 17.7"|" 21.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"56312"|9933|2017-08-05 08:45:09|"15"|"28.5"|"57"|" 22.5"|" 73"|"1014.7"|"980.5"|" 0.0"|" 1.1"|" SE"|" 17.4"|" 22.5"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"56412"|9934|2017-08-05 09:00:09|"15"|"28.5"|"57"|" 23.2"|" 71"|"1014.7"|"980.5"|" 0.0"|" 1.1"|" N"|" 17.7"|" 23.2"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"56512"|9935|2017-08-05 09:15:09|"15"|"28.5"|"57"|" 24.0"|" 70"|"1014.7"|"980.5"|" 2.5"|" 3.6"|" N"|" 18.2"|" 24.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"56612"|9936|2017-08-05 09:30:09|"15"|"28.4"|"57"|" 24.9"|" 67"|"1014.8"|"980.6"|" 0.0"|" 1.1"|" E"|" 18.4"|" 24.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"56712"|9937|2017-08-05 09:45:09|"15"|"28.4"|"57"|" 25.7"|" 66"|"1014.8"|"980.6"|" 0.0"|" 1.1"|" NE"|" 18.9"|" 25.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"56812"|9938|2017-08-05 10:00:09|"15"|"28.4"|"57"|" 26.9"|" 63"|"1014.7"|"980.5"|" 0.0"|" 1.1"|" SW"|" 19.3"|" 26.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"56912"|9939|2017-08-05 10:15:09|"15"|"28.4"|"57"|" 27.7"|" 58"|"1014.6"|"980.4"|" 1.1"|" 2.5"|" SE"|" 18.7"|" 27.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"57012"|9940|2017-08-05 10:30:09|"15"|"28.5"|"57"|" 28.8"|" 54"|"1014.4"|"980.2"|" 2.5"|" 6.1"|" E"|" 18.6"|" 28.8"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"57112"|9941|2017-08-05 10:45:09|"15"|"28.4"|"57"|" 29.9"|" 50"|"1014.4"|"980.2"|" 1.1"|" 2.5"|" N"|" 18.4"|" 29.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"57212"|9942|2017-08-05 11:00:09|"15"|"28.4"|"57"|" 31.1"|" 45"|"1014.5"|"980.3"|" 2.5"|" 5.0"|" W"|" 17.8"|" 31.1"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"57312"|9943|2017-08-05 11:15:09|"15"|"28.4"|"57"|" 32.7"|" 36"|"1014.4"|"980.2"|" 3.6"|" 6.1"|" N"|" 15.7"|" 32.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5748"|9944|2017-08-05 11:30:09|"15"|"28.5"|"57"|" 34.6"|" 33"|"1014.4"|"980.2"|" 1.1"|" 3.6"|" ENE"|" 16.0"|" 34.6"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5753"|9945|2017-08-05 11:45:09|"15"|"28.4"|"57"|" 35.8"|" 31"|"1014.3"|"980.1"|" 1.1"|" 2.5"|" N"|" 16.1"|" 35.8"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5763"|9946|2017-08-05 12:00:09|"15"|"28.5"|"57"|" 36.3"|" 30"|"1014.3"|"980.1"|" 2.5"|" 3.6"|" SE"|" 16.0"|" 36.3"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5773"|9947|2017-08-05 12:15:09|"15"|"28.5"|"57"|" 36.4"|" 31"|"1014.2"|"980"|" 3.6"|" 6.1"|" S"|" 16.6"|" 36.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5783"|9948|2017-08-05 12:30:09|"15"|"28.4"|"57"|" 37.0"|" 30"|"1014.1"|"979.9"|" 5.0"|" 8.6"|" NE"|" 16.6"|" 37.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5793"|9949|2017-08-05 12:45:09|"15"|"28.4"|"57"|" 36.9"|" 31"|"1014"|"979.8"|" 7.2"|" 9.7"|" SSE"|" 17.0"|" 36.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5803"|9950|2017-08-05 13:00:09|"15"|"28.5"|"57"|" 37.3"|" 31"|"1013.9"|"979.7"|" 5.0"|" 11.2"|" E"|" 17.4"|" 37.3"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5815"|9951|2017-08-05 13:15:09|"15"|"28.4"|"56"|" 37.3"|" 30"|"1013.8"|"979.6"|" 3.6"|" 7.2"|" NE"|" 16.9"|" 37.3"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5823"|9952|2017-08-05 13:30:09|"15"|"28.5"|"57"|" 36.9"|" 31"|"1013.5"|"979.3"|" 3.6"|" 6.1"|" E"|" 17.0"|" 36.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5833"|9953|2017-08-05 13:45:09|"15"|"28.6"|"57"|" 37.2"|" 31"|"1013.6"|"979.4"|" 3.6"|" 7.2"|" ESE"|" 17.3"|" 37.2"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5843"|9954|2017-08-05 14:00:09|"15"|"28.6"|"57"|" 37.1"|" 31"|"1013.4"|"979.2"|" 6.1"|" 12.2"|" S"|" 17.2"|" 37.1"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5853"|9955|2017-08-05 14:15:09|"15"|"28.6"|"57"|" 37.4"|" 31"|"1013.2"|"979"|" 8.6"|" 11.2"|" N"|" 17.5"|" 37.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5863"|9956|2017-08-05 14:30:09|"15"|"28.7"|"56"|" 37.2"|" 31"|"1013"|"978.8"|" 5.0"|" 7.2"|" SSE"|" 17.3"|" 37.2"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5873"|9957|2017-08-05 14:45:09|"15"|"28.7"|"56"|" 37.2"|" 31"|"1012.8"|"978.6"|" 5.0"|" 8.6"|" NE"|" 17.3"|" 37.2"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5883"|9958|2017-08-05 15:00:09|"15"|"28.7"|"56"|" 37.7"|" 28"|"1012.9"|"978.7"|" 5.0"|" 6.1"|" NE"|" 16.1"|" 37.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5893"|9959|2017-08-05 15:15:09|"15"|"28.8"|"56"|" 38.0"|" 27"|"1012.5"|"978.3"|" 6.1"|" 9.7"|" W"|" 15.8"|" 38.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5903"|9960|2017-08-05 15:30:09|"15"|"28.8"|"56"|" 38.5"|" 26"|"1012.6"|"978.4"|" 2.5"|" 5.0"|" E"|" 15.6"|" 38.5"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5915"|9961|2017-08-05 15:45:09|"15"|"28.9"|"56"|" 38.5"|" 26"|"1012.4"|"978.2"|" 6.1"|" 9.7"|" N"|" 15.6"|" 38.5"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5923"|9962|2017-08-05 16:00:09|"15"|"28.9"|"56"|" 37.8"|" 30"|"1012.5"|"978.3"|" 7.2"|" 8.6"|" ENE"|" 17.3"|" 37.8"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5933"|9963|2017-08-05 16:15:09|"15"|"28.9"|"56"|" 38.1"|" 30"|"1012.3"|"978.1"|" 8.6"|" 12.2"|" E"|" 17.5"|" 38.1"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5943"|9964|2017-08-05 16:30:09|"15"|"29"|"55"|" 37.7"|" 28"|"1012.3"|"978.1"|" 8.6"|" 13.3"|" NE"|" 16.1"|" 37.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5953"|9965|2017-08-05 16:45:09|"15"|"29"|"55"|" 37.2"|" 32"|"1012.3"|"978.1"|" 7.2"|" 12.2"|" NE"|" 17.8"|" 37.2"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5963"|9966|2017-08-05 17:00:09|"15"|"29"|"55"|" 37.0"|" 33"|"1012"|"977.8"|" 3.6"|" 7.2"|" E"|" 18.1"|" 37.0"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5973"|9967|2017-08-05 17:15:09|"15"|"29.1"|"55"|" 36.5"|" 33"|"1012"|"977.8"|" 11.2"|" 14.8"|" N"|" 17.7"|" 36.5"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5983"|9968|2017-08-05 17:30:09|"15"|"29.1"|"55"|" 36.4"|" 33"|"1012.1"|"977.9"|" 5.0"|" 7.2"|" E"|" 17.6"|" 36.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"5993"|9969|2017-08-05 17:45:09|"15"|"29.2"|"55"|" 36.4"|" 33"|"1012.1"|"977.9"|" 6.1"|" 12.2"|" NW"|" 17.6"|" 36.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6003"|9970|2017-08-05 18:00:09|"15"|"29.2"|"55"|" 36.7"|" 32"|"1012"|"977.8"|" 5.0"|" 7.2"|" S"|" 17.4"|" 36.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6015"|9971|2017-08-05 18:15:09|"15"|"29.2"|"55"|" 36.6"|" 31"|"1012.1"|"977.9"|" 6.1"|" 8.6"|" NE"|" 16.8"|" 36.6"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6023"|9972|2017-08-05 18:30:09|"15"|"29.2"|"54"|" 36.8"|" 31"|"1012.1"|"977.9"|" 2.5"|" 5.0"|" NE"|" 16.9"|" 36.8"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6033"|9973|2017-08-05 18:45:09|"15"|"29.2"|"54"|" 36.4"|" 32"|"1012"|"977.8"|" 11.2"|" 14.8"|" S"|" 17.1"|" 36.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6043"|9974|2017-08-05 19:00:09|"15"|"29.2"|"54"|" 35.9"|" 32"|"1012"|"977.8"|" 3.6"|" 7.2"|" SW"|" 16.7"|" 35.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6053"|9975|2017-08-05 19:15:09|"15"|"29.2"|"54"|" 34.6"|" 34"|"1012.1"|"977.9"|" 2.5"|" 3.6"|" E"|" 16.5"|" 34.6"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6063"|9976|2017-08-05 19:30:09|"15"|"29.2"|"54"|" 33.8"|" 34"|"1012.1"|"977.9"|" 3.6"|" 7.2"|" E"|" 15.8"|" 33.8"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6073"|9977|2017-08-05 19:45:09|"15"|"29.2"|"54"|" 33.5"|" 35"|"1012.2"|"978"|" 5.0"|" 6.1"|" N"|" 16.0"|" 33.5"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6083"|9978|2017-08-05 20:00:09|"15"|"29.2"|"54"|" 32.4"|" 41"|"1012.3"|"978.1"|" 5.0"|" 7.2"|" S"|" 17.5"|" 32.4"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6093"|9979|2017-08-05 20:15:09|"15"|"29.2"|"54"|" 31.9"|" 41"|"1012.3"|"978.1"|" 6.1"|" 8.6"|" SW"|" 17.0"|" 31.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6105"|9980|2017-08-05 20:30:09|"15"|"29.2"|"54"|" 31.2"|" 43"|"1012.3"|"978.1"|" 3.6"|" 5.0"|" SW"|" 17.2"|" 31.2"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6115"|9981|2017-08-05 20:45:09|"15"|"29.2"|"54"|" 30.9"|" 44"|"1012.4"|"978.2"|" 1.1"|" 3.6"|" NE"|" 17.3"|" 30.9"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
"6123"|9982|2017-08-05 21:00:09|"15"|"29.2"|"54"|" 30.7"|" 44"|"1012.5"|"978.3"|" 2.5"|" 3.6"|" S"|" 17.1"|" 30.7"|"0"|"0"|"1.2"|"1.2"|"1.2"|2017-08-05
