"No"|"Time"|"Interval"|"InTemp"|"InHumi"|"OutTemp"|"OutHumi"|"RelPressure"|"AbsPressure"|"Wind"|"Gust"|"WindDirection"|"DewPoint"|"WindChill"|"RainHour"|"Rain24H"|"RainWeek"|"RainMonth"|"RainTotal"|"day"
"30220"|18789|2017-11-06 20:44:11|"15"|"20.9"|"44"|" 9.1"|" 30"|"1013.5"|"978.5"|" 1.1"|" 3.6"|" N"|" -7.6"|" 9.1"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"30320"|18790|2017-11-06 20:59:11|"15"|"20.7"|"45"|" 8.7"|" 30"|"1013.8"|"978.8"|" 0.0"|" 0.0"|" SE"|" -7.9"|" 8.7"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"30420"|18791|2017-11-06 21:14:11|"15"|"20.7"|"45"|" 8.2"|" 30"|"1013.8"|"978.8"|" 1.1"|" 2.5"|" E"|" -8.3"|" 8.2"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"30520"|18792|2017-11-06 21:29:11|"15"|"20.7"|"44"|" 8.4"|" 30"|"1014.2"|"979.2"|" 3.6"|" 5.0"|" NW"|" -8.2"|" 8.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"30620"|18793|2017-11-06 21:44:11|"15"|"20.7"|"43"|" 8.3"|" 31"|"1014"|"979"|" 2.5"|" 3.6"|" W"|" -7.8"|" 8.3"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"30720"|18794|2017-11-06 21:59:11|"15"|"20.7"|"44"|" 8.1"|" 32"|"1014.3"|"979.3"|" 5.0"|" 6.1"|" SE"|" -7.6"|" 8.1"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"30820"|18795|2017-11-06 22:14:11|"15"|"20.7"|"43"|" 7.8"|" 32"|"1014.2"|"979.2"|" 1.1"|" 3.6"|" NE"|" -7.9"|" 7.8"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"30920"|18796|2017-11-06 22:29:11|"15"|"21"|"41"|" 7.4"|" 41"|"1014.5"|"979.5"|" 1.1"|" 5.0"|" E"|" -5.0"|" 7.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"31022"|18797|2017-11-06 22:44:11|"15"|"21.1"|"40"|" 7.5"|" 33"|"1014.2"|"979.2"|" 2.5"|" 5.0"|" SW"|" -7.7"|" 7.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"31122"|18798|2017-11-06 22:59:11|"15"|"21.2"|"40"|" 7.0"|" 42"|"1014.1"|"979.1"|" 2.5"|" 5.0"|" NE"|" -5.0"|" 7.0"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"31220"|18799|2017-11-06 23:14:11|"15"|"21.2"|"39"|" 6.6"|" 43"|"1014.1"|"979.1"|" 1.1"|" 2.5"|" N"|" -5.1"|" 6.6"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"31320"|18800|2017-11-06 23:29:11|"15"|"21.2"|"40"|" 6.3"|" 45"|"1014.2"|"979.2"|" 3.6"|" 5.0"|" NNE"|" -4.8"|" 6.3"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"31420"|18801|2017-11-06 23:44:11|"15"|"21.1"|"40"|" 6.1"|" 46"|"1013.9"|"978.9"|" 3.6"|" 5.0"|" NE"|" -4.6"|" 6.1"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"31520"|18802|2017-11-06 23:59:11|"15"|"21.1"|"40"|" 6.4"|" 45"|"1014.1"|"979.1"|" 2.5"|" 3.6"|" NNW"|" -4.7"|" 6.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-06
"31620"|18803|2017-11-07 00:14:11|"15"|"21.1"|"40"|" 6.4"|" 45"|"1014.3"|"979.3"|" 1.1"|" 3.6"|" N"|" -4.7"|" 6.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"31720"|18804|2017-11-07 00:29:11|"15"|"21"|"40"|" 6.2"|" 46"|"1014.2"|"979.2"|" 0.0"|" 1.1"|" E"|" -4.6"|" 6.2"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"31820"|18805|2017-11-07 00:44:11|"15"|"21"|"41"|" 6.3"|" 45"|"1014.1"|"979.1"|" 1.1"|" 2.5"|" N"|" -4.8"|" 6.3"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"31920"|18806|2017-11-07 00:59:11|"15"|"21"|"41"|" 6.0"|" 47"|"1014.1"|"979.1"|" 0.0"|" 1.1"|" N"|" -4.5"|" 6.0"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"32020"|18807|2017-11-07 01:14:11|"15"|"21"|"41"|" 5.5"|" 50"|"1014.2"|"979.2"|" 2.5"|" 2.5"|" N"|" -4.1"|" 5.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"32122"|18808|2017-11-07 01:29:11|"15"|"21.1"|"40"|" 4.8"|" 52"|"1014"|"979"|" 0.0"|" 1.1"|" E"|" -4.2"|" 4.8"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"32220"|18809|2017-11-07 01:44:11|"15"|"21.1"|"40"|" 4.4"|" 53"|"1014"|"979"|" 0.0"|" 1.1"|" NE"|" -4.3"|" 4.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"32320"|18810|2017-11-07 01:59:11|"15"|"21.2"|"39"|" 4.1"|" 55"|"1014"|"979"|" 1.1"|" 3.6"|" E"|" -4.1"|" 4.1"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"32420"|18811|2017-11-07 02:14:11|"15"|"21.4"|"39"|" 4.0"|" 56"|"1014"|"979"|" 3.6"|" 5.0"|" N"|" -4.0"|" 4.0"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"32520"|18812|2017-11-07 02:29:11|"15"|"21.6"|"39"|" 3.7"|" 57"|"1014"|"979"|" 1.1"|" 2.5"|" NNE"|" -4.0"|" 3.7"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"32620"|18813|2017-11-07 02:44:11|"15"|"21.8"|"38"|" 3.4"|" 60"|"1014"|"979"|" 1.1"|" 3.6"|" S"|" -3.6"|" 3.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"32720"|18814|2017-11-07 02:59:11|"15"|"22.1"|"36"|" 3.6"|" 60"|"1014.2"|"979.2"|" 1.1"|" 1.1"|" E"|" -3.4"|" 3.6"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"32820"|18815|2017-11-07 03:14:11|"15"|"22.2"|"36"|" 3.4"|" 60"|"1014.4"|"979.4"|" 1.1"|" 2.5"|" N"|" -3.6"|" 3.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"32920"|18816|2017-11-07 03:29:11|"15"|"22.3"|"35"|" 3.5"|" 61"|"1014.3"|"979.3"|" 1.1"|" 2.5"|" N"|" -3.3"|" 3.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"33020"|18817|2017-11-07 03:44:11|"15"|"22.3"|"35"|" 3.5"|" 62"|"1014.4"|"979.4"|" 0.0"|" 1.1"|" E"|" -3.1"|" 3.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"33122"|18818|2017-11-07 03:59:11|"15"|"22.2"|"36"|" 3.4"|" 62"|"1014.6"|"979.6"|" 1.1"|" 2.5"|" SE"|" -3.2"|" 3.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"33220"|18819|2017-11-07 04:14:11|"15"|"22.1"|"37"|" 3.5"|" 63"|"1014.4"|"979.4"|" 0.0"|" 1.1"|" N"|" -2.9"|" 3.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"33320"|18820|2017-11-07 04:29:11|"15"|"21.9"|"39"|" 3.7"|" 64"|"1014.3"|"979.3"|" 1.1"|" 2.5"|" N"|" -2.5"|" 3.7"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"33420"|18821|2017-11-07 04:44:11|"15"|"21.8"|"39"|" 3.6"|" 65"|"1014.6"|"979.6"|" 0.0"|" 1.1"|" E"|" -2.4"|" 3.6"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"33520"|18822|2017-11-07 04:59:11|"15"|"21.6"|"40"|" 3.6"|" 66"|"1014.5"|"979.5"|" 0.0"|" 1.1"|" N"|" -2.2"|" 3.6"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"33620"|18823|2017-11-07 05:14:11|"15"|"21.5"|"40"|" 3.5"|" 67"|"1014.2"|"979.2"|" 3.6"|" 5.0"|" NE"|" -2.0"|" 3.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"33720"|18824|2017-11-07 05:29:11|"15"|"21.3"|"41"|" 3.6"|" 68"|"1014.3"|"979.3"|" 1.1"|" 2.5"|" NW"|" -1.7"|" 3.6"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"33820"|18825|2017-11-07 05:44:11|"15"|"21.2"|"41"|" 3.5"|" 68"|"1014.4"|"979.4"|" 2.5"|" 3.6"|" NE"|" -1.8"|" 3.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"33920"|18826|2017-11-07 05:59:11|"15"|"21.1"|"41"|" 3.8"|" 69"|"1014.5"|"979.5"|" 1.1"|" 2.5"|" N"|" -1.4"|" 3.8"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"34020"|18827|2017-11-07 06:14:11|"15"|"21"|"42"|" 3.8"|" 69"|"1014.5"|"979.5"|" 0.0"|" 1.1"|" NE"|" -1.4"|" 3.8"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"34122"|18828|2017-11-07 06:29:11|"15"|"20.9"|"43"|" 3.7"|" 69"|"1014.4"|"979.4"|" 0.0"|" 1.1"|" N"|" -1.5"|" 3.7"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"34220"|18829|2017-11-07 06:44:11|"15"|"20.8"|"43"|" 3.5"|" 70"|"1014.4"|"979.4"|" 2.5"|" 3.6"|" N"|" -1.5"|" 3.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"34320"|18830|2017-11-07 06:59:11|"15"|"20.7"|"43"|" 3.5"|" 70"|"1014.2"|"979.2"|" 1.1"|" 2.5"|" NNE"|" -1.5"|" 3.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"34420"|18831|2017-11-07 07:14:11|"15"|"20.6"|"43"|" 3.5"|" 70"|"1014.5"|"979.5"|" 2.5"|" 3.6"|" N"|" -1.5"|" 3.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"34520"|18832|2017-11-07 07:29:11|"15"|"20.6"|"43"|" 3.5"|" 70"|"1014.3"|"979.3"|" 2.5"|" 3.6"|" NE"|" -1.5"|" 3.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"34620"|18833|2017-11-07 07:44:11|"15"|"20.5"|"43"|" 3.6"|" 70"|"1014.5"|"979.5"|" 2.5"|" 3.6"|" N"|" -1.4"|" 3.6"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"34720"|18834|2017-11-07 07:59:11|"15"|"20.5"|"44"|" 4.3"|" 69"|"1014.5"|"979.5"|" 3.6"|" 5.0"|" N"|" -0.9"|" 4.3"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"34820"|18835|2017-11-07 08:14:11|"15"|"20.5"|"46"|" 4.0"|" 67"|"1014.6"|"979.6"|" 2.5"|" 5.0"|" N"|" -1.6"|" 4.0"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"34920"|18836|2017-11-07 08:29:11|"15"|"20.5"|"47"|" 4.3"|" 67"|"1014.6"|"979.6"|" 3.6"|" 5.0"|" N"|" -1.3"|" 4.3"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"35020"|18837|2017-11-07 08:44:11|"15"|"20.6"|"46"|" 5.2"|" 65"|"1014.8"|"979.8"|" 3.6"|" 6.1"|" SW"|" -0.8"|" 5.2"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"35122"|18838|2017-11-07 08:59:11|"15"|"20.5"|"46"|" 5.8"|" 62"|"1014.7"|"979.7"|" 6.1"|" 11.2"|" NE"|" -0.9"|" 5.8"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"35220"|18839|2017-11-07 09:14:11|"15"|"20.5"|"46"|" 6.3"|" 60"|"1014.7"|"979.7"|" 9.7"|" 15.8"|" N"|" -0.9"|" 3.3"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"35320"|18840|2017-11-07 09:29:11|"15"|"20.4"|"46"|" 6.6"|" 58"|"1014.5"|"979.5"|" 3.6"|" 5.0"|" SW"|" -1.1"|" 6.6"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"35420"|18841|2017-11-07 09:44:11|"15"|"20.4"|"45"|" 7.0"|" 55"|"1014.3"|"979.3"|" 5.0"|" 9.7"|" SW"|" -1.4"|" 7.0"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"35520"|18842|2017-11-07 09:59:11|"15"|"20.3"|"45"|" 7.4"|" 53"|"1014.4"|"979.4"|" 6.1"|" 9.7"|" NW"|" -1.5"|" 7.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"35620"|18843|2017-11-07 10:14:11|"15"|"20.3"|"45"|" 7.6"|" 46"|"1014.4"|"979.4"|" 12.2"|" 18.4"|" SE"|" -3.3"|" 3.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"35720"|18844|2017-11-07 10:29:11|"15"|"20.2"|"45"|" 8.1"|" 44"|"1014.3"|"979.3"|" 7.2"|" 9.7"|" N"|" -3.4"|" 6.9"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"35820"|18845|2017-11-07 10:44:11|"15"|"20.2"|"45"|" 8.6"|" 42"|"1014.3"|"979.3"|" 5.0"|" 7.2"|" S"|" -3.6"|" 8.6"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"35920"|18846|2017-11-07 10:59:11|"15"|"20.1"|"44"|" 9.9"|" 39"|"1014.3"|"979.3"|" 5.0"|" 9.7"|" S"|" -3.4"|" 9.9"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"36020"|18847|2017-11-07 11:14:11|"15"|"20.1"|"44"|" 11.0"|" 32"|"1014.4"|"979.4"|" 7.2"|" 11.2"|" N"|" -5.1"|" 9.9"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"36122"|18848|2017-11-07 11:29:11|"15"|"20"|"44"|" 11.3"|" 30"|"1014.4"|"979.4"|" 7.2"|" 13.3"|" N"|" -5.6"|" 10.2"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"36220"|18849|2017-11-07 11:44:11|"15"|"20"|"44"|" 11.8"|" 31"|"1014.5"|"979.5"|" 5.0"|" 7.2"|" NE"|" -4.8"|" 11.8"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"36320"|18850|2017-11-07 11:59:11|"15"|"20"|"44"|" 11.9"|" 31"|"1014.6"|"979.6"|" 11.2"|" 15.8"|" N"|" -4.7"|" 8.9"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"36420"|18851|2017-11-07 12:14:11|"15"|"20"|"43"|" 11.9"|" 31"|"1014.6"|"979.6"|" 7.2"|" 9.7"|" W"|" -4.7"|" 10.9"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"36520"|18852|2017-11-07 12:29:11|"15"|"19.9"|"44"|" 12.0"|" 30"|"1014.5"|"979.5"|" 5.0"|" 8.6"|" S"|" -5.0"|" 12.0"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"36620"|18853|2017-11-07 12:44:11|"15"|"19.9"|"44"|" 12.0"|" 30"|"1014.3"|"979.3"|" 9.7"|" 13.3"|" NNW"|" -5.0"|" 9.6"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"36720"|18854|2017-11-07 12:59:11|"15"|"20"|"44"|" 13.1"|" 24"|"1014.3"|"979.3"|" 8.6"|" 11.2"|" S"|" -7.0"|" 11.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"36820"|18855|2017-11-07 13:14:11|"15"|"20.2"|"43"|" 13.0"|" 24"|"1014.1"|"979.1"|" 8.6"|" 12.2"|" E"|" -7.1"|" 11.3"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"36920"|18856|2017-11-07 13:29:11|"15"|"20.4"|"41"|" 13.2"|" 24"|"1013.8"|"978.8"|" 5.0"|" 9.7"|" SW"|" -6.9"|" 13.2"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"37020"|18857|2017-11-07 13:44:11|"15"|"20.6"|"41"|" 13.5"|" 26"|"1014"|"979"|" 2.5"|" 6.1"|" NNE"|" -5.6"|" 13.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"37122"|18858|2017-11-07 13:59:11|"15"|"20.7"|"41"|" 13.4"|" 24"|"1014"|"979"|" 9.7"|" 13.3"|" E"|" -6.8"|" 11.2"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"37220"|18859|2017-11-07 14:14:11|"15"|"20.9"|"41"|" 13.5"|" 26"|"1014"|"979"|" 6.1"|" 8.6"|" E"|" -5.6"|" 13.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"37320"|18860|2017-11-07 14:29:11|"15"|"21"|"40"|" 14.0"|" 24"|"1014.1"|"979.1"|" 6.1"|" 8.6"|" NE"|" -6.2"|" 14.0"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"37420"|18861|2017-11-07 14:44:11|"15"|"20.9"|"41"|" 14.3"|" 24"|"1014"|"979"|" 3.6"|" 6.1"|" NE"|" -6.0"|" 14.3"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"37520"|18862|2017-11-07 14:59:11|"15"|"20.9"|"40"|" 14.2"|" 24"|"1013.7"|"978.7"|" 3.6"|" 5.0"|" E"|" -6.1"|" 14.2"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"37620"|18863|2017-11-07 15:14:11|"15"|"21.2"|"39"|" 14.1"|" 24"|"1013.6"|"978.6"|" 6.1"|" 11.2"|" N"|" -6.2"|" 14.1"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"37720"|18864|2017-11-07 15:29:11|"15"|"20.8"|"40"|" 14.6"|" 24"|"1013.4"|"978.4"|" 7.2"|" 11.2"|" NW"|" -5.7"|" 13.7"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"37820"|18865|2017-11-07 15:44:11|"15"|"20.9"|"41"|" 14.6"|" 24"|"1013.4"|"978.4"|" 7.2"|" 8.6"|" S"|" -5.7"|" 13.7"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"37920"|18866|2017-11-07 15:59:11|"15"|"21.1"|"41"|" 14.8"|" 26"|"1013.3"|"978.3"|" 5.0"|" 7.2"|" W"|" -4.5"|" 14.8"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"38020"|18867|2017-11-07 16:14:11|"15"|"21.2"|"40"|" 15.0"|" 22"|"1013.4"|"978.4"|" 5.0"|" 6.1"|" NNW"|" -6.5"|" 15.0"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"38122"|18868|2017-11-07 16:29:11|"15"|"21.2"|"40"|" 15.2"|" 24"|"1013.6"|"978.6"|" 5.0"|" 7.2"|" SE"|" -5.2"|" 15.2"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"38220"|18869|2017-11-07 16:44:11|"15"|"21.2"|"40"|" 14.9"|" 24"|"1013.5"|"978.5"|" 5.0"|" 8.6"|" N"|" -5.5"|" 14.9"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"38320"|18870|2017-11-07 16:59:11|"15"|"21.1"|"40"|" 14.6"|" 28"|"1013.5"|"978.5"|" 3.6"|" 7.2"|" S"|" -3.7"|" 14.6"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"38420"|18871|2017-11-07 17:14:11|"15"|"21"|"40"|" 12.9"|" 30"|"1013.7"|"978.7"|" 8.6"|" 13.3"|" N"|" -4.2"|" 11.2"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"38520"|18872|2017-11-07 17:29:11|"15"|"21"|"40"|" 12.0"|" 33"|"1013.8"|"978.8"|" 3.6"|" 5.0"|" NE"|" -3.8"|" 12.0"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"38620"|18873|2017-11-07 17:44:11|"15"|"21"|"40"|" 11.4"|" 35"|"1013.8"|"978.8"|" 0.0"|" 0.0"|" NE"|" -3.5"|" 11.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"38720"|18874|2017-11-07 17:59:11|"15"|"20.9"|"41"|" 10.9"|" 38"|"1013.8"|"978.8"|" 2.5"|" 3.6"|" N"|" -2.9"|" 10.9"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"38820"|18875|2017-11-07 18:14:11|"15"|"20.9"|"42"|" 10.4"|" 40"|"1013.7"|"978.7"|" 0.0"|" 0.0"|" SE"|" -2.6"|" 10.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"38920"|18876|2017-11-07 18:29:11|"15"|"21"|"40"|" 9.7"|" 42"|"1014"|"979"|" 0.0"|" 1.1"|" S"|" -2.6"|" 9.7"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"39020"|18877|2017-11-07 18:44:11|"15"|"21"|"40"|" 9.2"|" 44"|"1014.1"|"979.1"|" 0.0"|" 0.0"|" NE"|" -2.4"|" 9.2"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"39122"|18878|2017-11-07 18:59:11|"15"|"20.9"|"42"|" 8.3"|" 50"|"1014.4"|"979.4"|" 0.0"|" 0.0"|" W"|" -1.5"|" 8.3"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"39220"|18879|2017-11-07 19:14:11|"15"|"21"|"41"|" 7.8"|" 51"|"1014.8"|"979.8"|" 1.1"|" 3.6"|" N"|" -1.7"|" 7.8"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"39320"|18880|2017-11-07 19:29:11|"15"|"21.1"|"41"|" 7.1"|" 60"|"1014.9"|"979.9"|" 0.0"|" 1.1"|" N"|" -0.1"|" 7.1"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"39420"|18881|2017-11-07 19:44:11|"15"|"21.2"|"41"|" 6.7"|" 61"|"1015.1"|"980.1"|" 0.0"|" 1.1"|" SW"|" -0.3"|" 6.7"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"39520"|18882|2017-11-07 19:59:11|"15"|"21.4"|"43"|" 6.3"|" 61"|"1015.4"|"980.4"|" 1.1"|" 2.5"|" SE"|" -0.7"|" 6.3"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"39620"|18883|2017-11-07 20:14:11|"15"|"21.6"|"44"|" 5.5"|" 64"|"1015.4"|"980.4"|" 3.6"|" 6.1"|" N"|" -0.8"|" 5.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"39720"|18884|2017-11-07 20:29:11|"15"|"21.9"|"45"|" 5.4"|" 64"|"1015.5"|"980.5"|" 3.6"|" 5.0"|" SW"|" -0.9"|" 5.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"39820"|18885|2017-11-07 20:44:11|"15"|"22.2"|"44"|" 4.9"|" 65"|"1015.6"|"980.6"|" 0.0"|" 1.1"|" NE"|" -1.1"|" 4.9"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"39920"|18886|2017-11-07 20:59:11|"15"|"22.2"|"44"|" 4.8"|" 66"|"1015.9"|"980.9"|" 3.6"|" 5.0"|" WNW"|" -1.0"|" 4.8"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"40020"|18887|2017-11-07 21:14:11|"15"|"22.2"|"43"|" 4.5"|" 66"|"1015.9"|"980.9"|" 1.1"|" 2.5"|" N"|" -1.3"|" 4.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"40122"|18888|2017-11-07 21:29:11|"15"|"22.2"|"42"|" 4.3"|" 67"|"1016.1"|"981.1"|" 5.0"|" 6.1"|" N"|" -1.3"|" 4.3"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"40220"|18889|2017-11-07 21:44:11|"15"|"22.2"|"42"|" 4.1"|" 67"|"1016.4"|"981.4"|" 2.5"|" 3.6"|" E"|" -1.5"|" 4.1"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"40320"|18890|2017-11-07 21:59:11|"15"|"22.3"|"41"|" 3.8"|" 69"|"1016.4"|"981.4"|" 5.0"|" 7.2"|" NE"|" -1.4"|" 3.8"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"40420"|18891|2017-11-07 22:14:11|"15"|"22.3"|"40"|" 3.7"|" 69"|"1016.2"|"981.2"|" 2.5"|" 5.0"|" N"|" -1.5"|" 3.7"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"40520"|18892|2017-11-07 22:29:11|"15"|"22.5"|"39"|" 3.6"|" 70"|"1016.4"|"981.4"|" 3.6"|" 5.0"|" NE"|" -1.4"|" 3.6"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"40620"|18893|2017-11-07 22:44:11|"15"|"22.6"|"39"|" 3.3"|" 69"|"1016.6"|"981.6"|" 2.5"|" 3.6"|" N"|" -1.8"|" 3.3"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"40720"|18894|2017-11-07 22:59:11|"15"|"22.7"|"39"|" 3.4"|" 70"|"1016.7"|"981.7"|" 2.5"|" 5.0"|" WSW"|" -1.5"|" 3.4"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"40820"|18895|2017-11-07 23:14:11|"15"|"22.9"|"39"|" 3.2"|" 70"|"1016.7"|"981.7"|" 2.5"|" 3.6"|" N"|" -1.7"|" 3.2"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"40920"|18896|2017-11-07 23:29:11|"15"|"22.9"|"40"|" 3.0"|" 70"|"1016.7"|"981.7"|" 0.0"|" 1.1"|" NE"|" -1.9"|" 3.0"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"41022"|18897|2017-11-07 23:44:11|"15"|"23"|"40"|" 3.1"|" 70"|"1016.7"|"981.7"|" 1.1"|" 2.5"|" NE"|" -1.8"|" 3.1"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"41122"|18898|2017-11-07 23:59:11|"15"|"23"|"39"|" 2.7"|" 70"|"1016.7"|"981.7"|" 1.1"|" 3.6"|" NE"|" -2.2"|" 2.7"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-07
"41220"|18899|2017-11-08 00:14:11|"15"|"23.1"|"38"|" 2.5"|" 71"|"1016.7"|"981.7"|" 1.1"|" 2.5"|" N"|" -2.2"|" 2.5"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-08
"41320"|18900|2017-11-08 00:29:11|"15"|"23.1"|"37"|" 2.3"|" 72"|"1016.9"|"981.9"|" 1.1"|" 2.5"|" S"|" -2.2"|" 2.3"|"0"|"0"|"0"|"2.7"|"2.7"|2017-11-08
